wwtp,sample_date,Target,Protein,Load
ARA Schwyz,2023-10-29,SARS,N1,76043263.44530532
ARA Schwyz,2023-10-29,SARS,N2,116403479.02121861
ARA Schwyz,2023-10-22,IAV,M,594050.3968652026
ARA Schwyz,2023-10-22,IBV,M,579238.837260047
ARA Schwyz,2023-10-22,RSV,N,0
ARA Schwyz,2023-10-22,SARS,N1,101257441.71629648
ARA Schwyz,2023-10-22,SARS,N2,175017066.21215975
ARA Schwyz,2023-07-14,IAV,M,0
ARA Schwyz,2023-07-14,IBV,M,471132.5431369321
ARA Schwyz,2023-07-14,RSV,N,0
ARA Schwyz,2023-07-14,SARS,N1,5329604.989618542
ARA Schwyz,2023-07-14,SARS,N2,5308613.8422076395
ARA Schwyz,2023-07-19,IAV,M,8126725.7799772555
ARA Schwyz,2023-07-19,IBV,M,3346452.7319645523
ARA Schwyz,2023-07-19,RSV,N,955841.1709786034
ARA Schwyz,2023-07-19,SARS,N1,1911721.1289366141
ARA Schwyz,2023-07-19,SARS,N2,2865991.1728506493
ARA Schwyz,2023-09-28,IAV,M,0
ARA Schwyz,2023-09-28,IBV,M,1233902.9065172367
ARA Schwyz,2023-09-28,RSV,N,0
ARA Schwyz,2023-09-28,SARS,N1,45671751.93660537
ARA Schwyz,2023-09-28,SARS,N2,83648638.0157996
ARA Schwyz,2023-10-23,IAV,M,0
ARA Schwyz,2023-10-23,IBV,M,1315107.604768553
ARA Schwyz,2023-10-23,RSV,N,0
ARA Schwyz,2023-10-23,SARS,N1,91399482.7896968
ARA Schwyz,2023-10-23,SARS,N2,133483742.37746671
ARA Schwyz,2023-09-16,IAV,M,1576057.743342963
ARA Schwyz,2023-09-16,IBV,M,536440.7152878938
ARA Schwyz,2023-09-16,RSV,N,0
ARA Schwyz,2023-09-16,SARS,N1,9306001.126742542
ARA Schwyz,2023-09-16,SARS,N2,25210183.19219737
ARA Schwyz,2023-09-17,IAV,M,0
ARA Schwyz,2023-09-17,IBV,M,532517.644525573
ARA Schwyz,2023-09-17,RSV,N,0
ARA Schwyz,2023-09-17,SARS,N1,24205910.516786203
ARA Schwyz,2023-09-17,SARS,N2,37862857.82917689
ARA Schwyz,2023-09-26,IAV,M,0
ARA Schwyz,2023-09-26,IBV,M,587770.1054659424
ARA Schwyz,2023-09-26,RSV,N,0
ARA Schwyz,2023-09-26,SARS,N1,66817826.68388545
ARA Schwyz,2023-09-26,SARS,N2,132733511.51986621
ARA Schwyz,2023-10-28,IAV,M,0
ARA Schwyz,2023-10-28,IBV,M,3465238.3693596916
ARA Schwyz,2023-10-28,RSV,N,1134443.6917810207
ARA Schwyz,2023-10-28,SARS,N1,158653918.02664927
ARA Schwyz,2023-10-28,SARS,N2,269495340.6105221
ARA Schwyz,2023-09-20,IAV,M,0
ARA Schwyz,2023-09-20,IBV,M,0
ARA Schwyz,2023-09-20,RSV,N,0
ARA Schwyz,2023-09-20,SARS,N1,24678021.16510956
ARA Schwyz,2023-09-20,SARS,N2,61741402.86917287
ARA Schwyz,2023-09-25,IAV,M,1179668.7721199952
ARA Schwyz,2023-09-25,IBV,M,0
ARA Schwyz,2023-09-25,RSV,N,0
ARA Schwyz,2023-09-25,SARS,N1,37730754.26172893
ARA Schwyz,2023-09-25,SARS,N2,91432141.704716
ARA Schwyz,2023-11-09,IAV,M,500135.856554744
ARA Schwyz,2023-11-09,IBV,M,4023838.5777764777
ARA Schwyz,2023-11-09,RSV,N,1000291.2584465215
ARA Schwyz,2023-11-09,SARS,N1,234360148.373343
ARA Schwyz,2023-11-09,SARS,N2,289330611.67353076
ARA Schwyz,2023-08-20,IAV,M,0
ARA Schwyz,2023-08-20,IBV,M,1046117.4184814121
ARA Schwyz,2023-08-20,RSV,N,2050634.4665549588
ARA Schwyz,2023-08-20,SARS,N1,32536965.279215004
ARA Schwyz,2023-08-20,SARS,N2,73709253.94826657
ARA Schwyz,2023-09-24,IAV,M,0
ARA Schwyz,2023-09-24,IBV,M,0
ARA Schwyz,2023-09-24,RSV,N,0
ARA Schwyz,2023-09-24,SARS,N1,42146530.85786108
ARA Schwyz,2023-09-24,SARS,N2,97418893.19130027
ARA Schwyz,2023-11-01,IAV,M,0
ARA Schwyz,2023-11-01,IBV,M,0
ARA Schwyz,2023-11-01,RSV,N,0
ARA Schwyz,2023-11-01,SARS,N1,142583765.87136337
ARA Schwyz,2023-11-01,SARS,N2,168414753.7417736
ARA Schwyz,2023-08-23,IAV,M,0
ARA Schwyz,2023-08-23,IBV,M,0
ARA Schwyz,2023-08-23,RSV,N,0
ARA Schwyz,2023-08-23,SARS,N1,12001496.797143213
ARA Schwyz,2023-08-23,SARS,N2,50224759.349808596
ARA Schwyz,2023-07-16,IAV,M,0
ARA Schwyz,2023-07-16,IBV,M,0
ARA Schwyz,2023-07-16,RSV,N,0
ARA Schwyz,2023-07-16,SARS,N1,18773162.46371856
ARA Schwyz,2023-07-16,SARS,N2,32500709.1097433
ARA Schwyz,2023-08-22,IAV,M,0
ARA Schwyz,2023-08-22,IBV,M,1102959.5940703047
ARA Schwyz,2023-08-22,RSV,N,1633380.4512593183
ARA Schwyz,2023-08-22,SARS,N1,35190746.89558319
ARA Schwyz,2023-08-22,SARS,N2,62304754.99836543
ARA Schwyz,2023-07-22,IAV,M,0
ARA Schwyz,2023-07-22,RSV,N,0
ARA Schwyz,2023-07-22,SARS,N1,1394236.590345554
ARA Schwyz,2023-07-22,SARS,N2,697100.2257509137
ARA Schwyz,2023-08-21,IAV,M,0
ARA Schwyz,2023-08-21,IBV,M,1139048.3648908301
ARA Schwyz,2023-08-21,RSV,N,0
ARA Schwyz,2023-08-21,SARS,N1,30771134.947032675
ARA Schwyz,2023-08-21,SARS,N2,80991727.4095938
ARA Schwyz,2023-09-10,IAV,M,0
ARA Schwyz,2023-09-10,IBV,M,1098185.282765021
ARA Schwyz,2023-09-10,RSV,N,0
ARA Schwyz,2023-09-10,SARS,N1,18684734.66540683
ARA Schwyz,2023-09-10,SARS,N2,34630979.77936856
ARA Schwyz,2023-09-14,IAV,M,0
ARA Schwyz,2023-09-14,IBV,M,0
ARA Schwyz,2023-09-14,RSV,N,0
ARA Schwyz,2023-09-14,SARS,N1,13487115.846059563
ARA Schwyz,2023-09-14,SARS,N2,27059222.287658866
ARA Schwyz,2023-09-19,IAV,M,0
ARA Schwyz,2023-09-19,IBV,M,0
ARA Schwyz,2023-09-19,RSV,N,0
ARA Schwyz,2023-09-19,SARS,N1,29893325.926321767
ARA Schwyz,2023-09-19,SARS,N2,58667639.82698574
ARA Schwyz,2023-07-18,IAV,M,0
ARA Schwyz,2023-07-18,IBV,M,621275.3281671604
ARA Schwyz,2023-07-18,RSV,N,0
ARA Schwyz,2023-07-18,SARS,N1,8309542.319257988
ARA Schwyz,2023-07-18,SARS,N2,7639533.558129068
ARA Schwyz,2023-09-11,IAV,M,4084409.6396196163
ARA Schwyz,2023-09-11,IBV,M,0
ARA Schwyz,2023-09-11,RSV,N,0
ARA Schwyz,2023-09-11,SARS,N1,25907897.945893917
ARA Schwyz,2023-09-11,SARS,N2,49652182.0592656
ARA Schwyz,2023-08-03,IAV,M,0
ARA Schwyz,2023-08-03,IBV,M,634316.2823520937
ARA Schwyz,2023-08-03,RSV,N,3084051.6994796176
ARA Schwyz,2023-08-03,SARS,N1,10019887.816471713
ARA Schwyz,2023-08-03,SARS,N2,19779298.08117589
ARA Schwyz,2023-08-17,IAV,M,0
ARA Schwyz,2023-08-17,IBV,M,0
ARA Schwyz,2023-08-17,RSV,N,2254665.658055168
ARA Schwyz,2023-08-17,SARS,N1,13164840.774803495
ARA Schwyz,2023-08-17,SARS,N2,27634428.10481434
ARA Schwyz,2023-07-31,IAV,M,0
ARA Schwyz,2023-07-31,IBV,M,1451475.1513733205
ARA Schwyz,2023-07-31,RSV,N,0
ARA Schwyz,2023-07-31,SARS,N1,16958469.512959566
ARA Schwyz,2023-07-31,SARS,N2,21663744.818244703
ARA Schwyz,2024-01-01,IAV,M,7778698.25752198
ARA Schwyz,2024-01-01,IBV,M,0
ARA Schwyz,2024-01-01,RSV,N,23342452.630981673
ARA Schwyz,2024-01-01,SARS,N1,309667028.9190012
ARA Schwyz,2024-01-01,SARS,N2,391553418.3218085
ARA Schwyz,2023-09-12,IAV,M,0
ARA Schwyz,2023-09-12,IBV,M,0
ARA Schwyz,2023-09-12,RSV,N,1151207.091886259
ARA Schwyz,2023-09-12,SARS,N1,32261654.53972646
ARA Schwyz,2023-09-12,SARS,N2,49502325.79405018
ARA Schwyz,2023-11-06,IAV,M,0
ARA Schwyz,2023-11-06,IBV,M,687376.6667620192
ARA Schwyz,2023-11-06,RSV,N,719152.995844757
ARA Schwyz,2023-11-06,SARS,N1,221790749.07762253
ARA Schwyz,2023-11-06,SARS,N2,327650667.56510967
ARA Schwyz,2023-11-05,IAV,M,2968284.9561608518
ARA Schwyz,2023-11-05,IBV,M,0
ARA Schwyz,2023-11-05,RSV,N,0
ARA Schwyz,2023-11-05,SARS,N1,212278125.43118745
ARA Schwyz,2023-11-05,SARS,N2,299778482.2154731
ARA Schwyz,2023-08-15,IAV,M,0
ARA Schwyz,2023-08-15,IBV,M,1156830.3389522042
ARA Schwyz,2023-08-15,RSV,N,1759103.87026829
ARA Schwyz,2023-08-15,SARS,N1,37328372.615726136
ARA Schwyz,2023-08-15,SARS,N2,71492810.74834442
ARA Schwyz,2023-10-03,IAV,M,0
ARA Schwyz,2023-10-03,IBV,M,913341.1365681792
ARA Schwyz,2023-10-03,RSV,N,3624032.1716804975
ARA Schwyz,2023-10-03,SARS,N1,74601082.18220419
ARA Schwyz,2023-10-03,SARS,N2,138337152.76644602
ARA Schwyz,2023-09-08,IAV,M,0
ARA Schwyz,2023-09-08,IBV,M,1889896.6573540708
ARA Schwyz,2023-09-08,RSV,N,0
ARA Schwyz,2023-09-08,SARS,N1,14584304.045753857
ARA Schwyz,2023-09-08,SARS,N2,31537570.915342335
ARA Schwyz,2023-11-07,IAV,M,719672.3534690838
ARA Schwyz,2023-11-07,IBV,M,0
ARA Schwyz,2023-11-07,RSV,N,0
ARA Schwyz,2023-11-07,SARS,N1,283319880.01000637
ARA Schwyz,2023-11-07,SARS,N2,392004433.87119186
ARA Schwyz,2024-01-14,IAV,M,28338513.754570775
ARA Schwyz,2024-01-14,IBV,M,3209581.8314212225
ARA Schwyz,2024-01-14,RSV,N,21865774.38509133
ARA Schwyz,2024-01-14,SARS,N1,192613663.67115885
ARA Schwyz,2024-01-14,SARS,N2,208831266.81068546
ARA Schwyz,2024-01-16,IAV,M,34471198.115122594
ARA Schwyz,2024-01-16,IBV,M,12060607.83445059
ARA Schwyz,2024-01-16,RSV,N,20678169.633611523
ARA Schwyz,2024-01-16,SARS,N1,186596435.44569102
ARA Schwyz,2024-01-16,SARS,N2,219538789.54330823
ARA Schwyz,2023-12-29,IAV,M,7559928.685846218
ARA Schwyz,2023-12-29,IBV,M,855286.9069414161
ARA Schwyz,2023-12-29,RSV,N,8380793.038998514
ARA Schwyz,2023-12-29,SARS,N1,312236794.3627518
ARA Schwyz,2023-12-29,SARS,N2,398504631.0825503
ARA Schwyz,2023-10-24,IAV,M,0
ARA Schwyz,2023-10-24,IBV,M,2821516.8581398404
ARA Schwyz,2023-10-24,RSV,N,729057.4620766566
ARA Schwyz,2023-10-24,SARS,N1,122919777.62887874
ARA Schwyz,2023-10-24,SARS,N2,188417607.1756536
ARA Schwyz,2024-01-15,IAV,M,5386554.619924935
ARA Schwyz,2024-01-15,IBV,M,3636634.9371254137
ARA Schwyz,2024-01-15,RSV,N,8057347.597508107
ARA Schwyz,2024-01-15,SARS,N1,77662411.14753786
ARA Schwyz,2024-01-15,SARS,N2,89245965.33868481
ARA Schwyz,2023-07-28,IAV,M,853435.4928418655
ARA Schwyz,2023-07-28,IBV,M,0
ARA Schwyz,2023-07-28,RSV,N,0
ARA Schwyz,2023-07-28,SARS,N1,3187074.29040507
ARA Schwyz,2023-07-28,SARS,N2,5521035.777763654
ARA Schwyz,2023-09-06,IAV,M,0
ARA Schwyz,2023-09-06,IBV,M,723062.9707916027
ARA Schwyz,2023-09-06,RSV,N,1446156.9178270102
ARA Schwyz,2023-09-06,SARS,N1,31997982.080856763
ARA Schwyz,2023-09-06,SARS,N2,63107023.2530417
ARA Schwyz,2024-01-12,IAV,M,15378652.401729226
ARA Schwyz,2024-01-12,IBV,M,2430132.8529829145
ARA Schwyz,2024-01-12,RSV,N,8095062.354972432
ARA Schwyz,2024-01-12,SARS,N1,105979189.5205985
ARA Schwyz,2024-01-12,SARS,N2,119807596.45703846
ARA Schwyz,2023-08-14,IAV,M,0
ARA Schwyz,2023-08-14,IBV,M,1471558.8350187626
ARA Schwyz,2023-08-14,RSV,N,2195189.7322091484
ARA Schwyz,2023-08-14,SARS,N1,13173471.91512928
ARA Schwyz,2023-08-14,SARS,N2,25604227.98870797
ARA Schwyz,2023-10-31,IAV,M,825332.8245550815
ARA Schwyz,2023-10-31,IBV,M,6998873.908665512
ARA Schwyz,2023-10-31,RSV,N,1763647.0164548967
ARA Schwyz,2023-10-31,SARS,N1,191604223.40854856
ARA Schwyz,2023-10-31,SARS,N2,306135838.90106755
ARA Schwyz,2023-08-13,IAV,M,0
ARA Schwyz,2023-08-13,IBV,M,694279.0053880037
ARA Schwyz,2023-08-13,RSV,N,1346313.216777921
ARA Schwyz,2023-08-13,SARS,N1,32325660.601739705
ARA Schwyz,2023-08-13,SARS,N2,55598701.266882055
ARA Schwyz,2023-12-27,IAV,M,9504978.364141056
ARA Schwyz,2023-12-27,IBV,M,3317529.668681769
ARA Schwyz,2023-12-27,RSV,N,6635372.560180414
ARA Schwyz,2023-12-27,SARS,N1,259106082.01944244
ARA Schwyz,2023-12-27,SARS,N2,299840233.5511906
ARA Schwyz,2023-09-05,IAV,M,0
ARA Schwyz,2023-09-05,IBV,M,0
ARA Schwyz,2023-09-05,RSV,N,2958099.8186361925
ARA Schwyz,2023-09-05,SARS,N1,34548484.800551645
ARA Schwyz,2023-09-05,SARS,N2,62209243.33223839
ARA Schwyz,2023-12-26,IAV,M,7889448.550969566
ARA Schwyz,2023-12-26,IBV,M,1693737.539466025
ARA Schwyz,2023-12-26,RSV,N,9784030.559008904
ARA Schwyz,2023-12-26,SARS,N1,368546414.3826065
ARA Schwyz,2023-12-26,SARS,N2,480341080.4432674
ARA Schwyz,2024-01-02,IAV,M,15745901.891808478
ARA Schwyz,2024-01-02,IBV,M,6911434.641108059
ARA Schwyz,2024-01-02,RSV,N,44046120.65948458
ARA Schwyz,2024-01-02,SARS,N1,346249362.1449201
ARA Schwyz,2024-01-02,SARS,N2,462679955.71395934
ARA Schwyz,2024-01-04,IAV,M,6495654.353121905
ARA Schwyz,2024-01-04,IBV,M,1591526.8124656952
ARA Schwyz,2024-01-04,RSV,N,11443503.611494306
ARA Schwyz,2024-01-04,SARS,N1,143906553.79987046
ARA Schwyz,2024-01-04,SARS,N2,160492916.6613409
ARA Schwyz,2024-01-10,IAV,M,7405456.869318519
ARA Schwyz,2024-01-10,IBV,M,940459.459815501
ARA Schwyz,2024-01-10,RSV,N,9197820.986018263
ARA Schwyz,2024-01-10,SARS,N1,140066913.23622426
ARA Schwyz,2024-01-10,SARS,N2,158742281.18166557
ARA Schwyz,2023-12-25,IAV,M,5899361.179290212
ARA Schwyz,2023-12-25,IBV,M,1920214.0300587593
ARA Schwyz,2023-12-25,RSV,N,8511952.591851566
ARA Schwyz,2023-12-25,SARS,N1,379119209.1174618
ARA Schwyz,2023-12-25,SARS,N2,470280562.11997473
ARA Schwyz,2023-08-11,IAV,M,0
ARA Schwyz,2023-08-11,IBV,M,0
ARA Schwyz,2023-08-11,RSV,N,2267686.3080918714
ARA Schwyz,2023-08-11,SARS,N1,3767590.1589423115
ARA Schwyz,2023-08-11,SARS,N2,2196005.753771433
ARA Schwyz,2023-09-04,IAV,M,9143890.039968196
ARA Schwyz,2023-09-04,IBV,M,0
ARA Schwyz,2023-09-04,RSV,N,2285771.0208826433
ARA Schwyz,2023-09-04,SARS,N1,18988984.68993456
